@relation ProteinFoldsDicotsFeatSelect

@attribute pcvA numeric
@attribute pcvR numeric
@attribute pcvN numeric
@attribute pcvD numeric
@attribute pcvC numeric
@attribute pcvQ numeric
@attribute pcvE numeric
@attribute pcvG numeric
@attribute pcvH numeric
@attribute pcvI numeric
@attribute pcvL numeric
@attribute pcvK numeric
@attribute pcvM numeric
@attribute pcvF numeric
@attribute pcvP numeric
@attribute pcvS numeric
@attribute pcvT numeric
@attribute pcvW numeric
@attribute pcvY numeric
@attribute pcvV numeric
@attribute sscC numeric
@attribute sscE numeric
@attribute sscH numeric
@attribute dssC numeric
@attribute dssE numeric
@attribute dssH numeric
@attribute adssCCC numeric
@attribute adssCCE numeric
@attribute adssCCH numeric
@attribute adssCEE numeric
@attribute adssCHH numeric
@attribute adssECE numeric
@attribute adssECH numeric
@attribute adssEEC numeric
@attribute adssEEE numeric
@attribute adssHCH numeric
@attribute phyCsativus numeric
@attribute phyGmax numeric
@attribute phyLjaponicus numeric
@attribute phyPpersica numeric
@attribute phyRcommunis numeric
@attribute phySlycoparsicum numeric
@attribute length numeric
@attribute class {a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,-}

@data
20,27,0,12,0,1,15,4,2,3,17,1,3,0,43,5,10,0,0,7,0.4342,0,0.5658,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.76,r
37,7,3,23,9,11,8,6,1,14,14,13,15,11,0,18,6,0,1,7,0.3704,0.0185,0.6111,4,0,6,0,0,0,0,1,0,0,0,0,4,1,1,1,1,1,1,1.08,f
9,7,13,18,1,30,19,0,4,13,5,13,16,25,1,5,7,2,5,5,0.3931,0.0138,0.5931,7,0,8,0,0,0,0,1,0,0,0,0,6,1,1,1,1,1,1,1.45,f
10,5,18,24,2,8,12,1,13,7,1,1,0,28,13,10,11,15,9,16,0.5949,0.4051,0,12,10,0,2,1,0,2,0,6,0,2,0,0,1,1,1,1,1,1,2.37,j
7,6,11,20,12,19,23,12,3,19,10,14,6,1,7,5,3,0,7,15,0.4839,0.271,0.2452,6,5,2,0,0,0,1,1,2,1,1,0,0,1,1,1,1,1,1,1.55,r
3,4,17,16,0,9,14,2,18,16,17,17,3,20,0,10,11,0,11,11,0.5778,0.3222,0.1,2,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.9,l
5,6,11,13,21,10,11,9,4,5,6,16,12,7,26,12,13,7,12,2,0.4552,0.3657,0.1791,5,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.34,y
23,10,1,3,15,6,4,15,8,18,21,0,18,16,10,15,17,13,8,20,0.4198,0.1852,0.3951,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,c
15,17,0,2,8,30,9,14,1,9,6,5,1,10,13,1,17,13,5,9,0.3929,0.0714,0.5357,2,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0.84,v
6,9,8,16,0,6,23,0,8,14,24,19,9,9,17,13,9,3,5,14,0.5658,0.3882,0.0461,8,6,1,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1.52,p
10,10,10,6,11,1,1,42,1,15,6,0,3,15,5,20,10,5,13,12,0.4751,0.4862,0.0387,6,10,1,0,0,0,1,0,6,0,1,2,0,0,0,0,0,0,0,1.81,n
9,6,8,13,36,7,17,18,1,8,4,5,2,0,8,9,7,0,0,6,0.549,0.451,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.51,-
6,8,3,10,27,6,13,6,0,9,12,9,21,0,8,13,14,0,0,7,0.7925,0.2075,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,-
6,5,8,3,14,14,6,26,7,25,17,18,31,7,15,9,9,0,3,18,0.5149,0.4851,0,6,8,0,0,1,0,3,0,3,0,2,0,0,0,0,0,0,0,0,1.34,j
8,6,11,4,6,4,9,19,10,18,10,3,9,12,3,21,30,4,6,16,0.5612,0.3827,0.0561,9,7,0,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1.96,i
24,3,6,16,2,5,8,17,0,18,6,22,8,6,17,16,12,0,12,17,0.3846,0.3462,0.2692,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,z
5,24,6,21,12,7,19,3,4,0,15,9,15,19,19,11,5,12,5,1,0.4636,0.0132,0.5232,5,0,6,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1.51,f
8,11,2,13,0,5,19,20,1,20,6,14,5,10,4,1,8,1,11,26,0.4737,0.5263,0,2,5,0,0,0,0,2,0,1,0,1,1,0,1,1,1,1,1,1,0.76,l
10,18,5,16,2,3,11,3,0,26,13,16,43,6,4,5,2,5,0,18,0.4194,0.1613,0.4194,4,4,5,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1.24,r
18,42,7,1,6,10,2,4,1,2,2,19,5,0,7,16,7,0,0,3,0.5287,0.4395,0.0318,6,7,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,1.57,i
11,10,7,14,8,5,10,12,9,12,5,18,1,2,18,13,11,0,7,24,0.44,0.3067,0.2533,4,6,3,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1.5,l
12,25,2,0,34,11,1,11,1,0,0,28,0,0,46,6,8,0,0,0,0.6233,0.313,0.0637,14,13,2,1,2,0,4,0,4,2,4,1,0,0,0,0,0,0,0,3.61,i
0,18,8,9,10,13,8,14,15,9,4,7,2,7,3,10,29,7,3,13,0.4191,0.5588,0.0221,2,9,0,0,0,0,2,0,1,0,1,5,0,0,0,0,0,0,0,1.36,g
2,10,11,7,9,20,23,1,0,21,7,12,11,11,8,20,11,0,18,17,0.4202,0,0.5798,4,0,4,0,0,0,0,1,0,0,0,0,2,1,1,1,1,1,1,1.19,t
7,9,4,18,11,4,5,16,18,14,16,10,9,22,15,3,12,6,19,15,0.5409,0.0912,0.3679,11,4,10,0,0,1,0,1,0,3,0,0,4,0,0,0,0,0,0,3.18,w
1,6,10,25,10,29,40,10,10,14,10,10,12,13,3,10,12,0,8,5,0.4556,0.0178,0.5266,7,0,7,0,0,1,0,1,0,0,0,0,4,1,1,1,1,1,1,1.69,f
15,7,1,0,5,4,2,23,13,11,14,9,7,2,10,18,15,4,9,7,0.4813,0.3102,0.2086,4,5,3,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1.87,q
17,10,0,2,11,10,15,22,1,4,10,14,9,10,7,13,2,1,13,6,0.4766,0.3516,0.1719,3,7,2,0,1,0,0,0,0,1,0,3,0,1,1,1,1,1,1,1.28,q
7,5,17,9,0,12,4,28,12,11,8,5,0,4,17,16,25,2,18,22,0.6176,0.0901,0.2923,17,6,14,1,0,1,0,3,1,5,0,0,5,1,1,1,1,1,1,5.44,w
5,29,10,16,1,11,20,5,1,29,9,12,15,2,6,5,1,0,0,22,0.4487,0.2692,0.2821,2,3,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0.78,y
11,10,17,11,9,10,11,12,7,9,4,7,3,12,0,12,11,1,6,10,0.3939,0.3131,0.2929,3,4,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.99,l
10,13,3,8,0,15,22,2,9,18,19,16,9,10,23,3,9,0,3,25,0.4796,0.5204,0,2,6,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0.98,g
11,14,9,3,0,10,4,15,11,16,16,3,9,16,14,22,35,0,12,16,0.4518,0.1561,0.392,10,4,9,0,0,2,0,0,0,2,0,0,3,0,0,0,0,1,0,3.01,x
14,0,20,29,8,3,17,16,1,4,1,8,5,7,0,10,25,0,5,15,0.6898,0.3102,0,11,7,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.74,i
7,16,3,5,0,17,22,1,11,17,14,18,6,8,34,8,14,0,0,19,0.43,0.57,0,3,6,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,1,g
9,12,21,5,10,8,4,23,0,4,1,20,18,21,8,15,9,15,2,8,0.508,0.116,0.376,10,2,6,0,0,4,0,0,0,0,0,0,1,1,1,1,1,1,1,2.5,p
6,17,3,6,30,10,6,6,4,12,8,15,5,6,8,9,4,4,14,12,0.5429,0.0571,0.4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,-
2,17,2,7,39,15,8,12,3,4,2,16,1,3,19,9,12,1,10,3,0.6471,0.0882,0.2647,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,-
9,4,5,23,0,17,8,7,2,7,14,13,22,5,0,10,25,0,3,14,0.3975,0.0757,0.5268,8,2,12,0,0,0,0,3,0,1,0,0,4,1,1,1,1,1,1,3.17,p
9,5,8,31,5,10,18,9,12,9,21,5,4,14,17,11,2,1,13,3,0.569,0.3966,0.0345,4,5,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1.16,k
0,9,5,12,4,14,27,14,8,11,15,12,7,16,8,6,15,8,5,3,0.5176,0.2706,0.2118,4,2,2,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0.85,z
8,6,5,16,1,2,21,13,17,16,9,22,4,8,4,4,12,1,5,19,0.3951,0.3827,0.2222,2,4,2,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0.81,z
6,8,33,12,6,10,14,1,8,24,12,12,3,3,26,6,12,0,10,16,0.4845,0.2268,0.2887,4,3,2,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0.97,z
14,15,11,9,1,19,16,4,4,13,12,16,8,9,26,10,11,6,7,11,0.6441,0.1186,0.2373,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.18,z
9,9,4,4,0,21,15,9,9,20,8,12,9,14,17,14,24,0,0,24,0.3933,0.6067,0,2,8,0,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0.89,g
4,8,5,8,0,15,18,13,4,8,10,5,6,11,43,15,4,9,6,18,0.5273,0.4727,0,5,6,0,0,1,0,1,0,3,0,1,1,0,0,0,0,0,0,0,1.1,g
6,7,1,14,0,13,6,7,0,11,10,2,10,0,8,30,17,0,0,16,0.5794,0.4206,0,5,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1.07,g
5,14,11,7,0,16,15,34,9,6,5,17,5,6,4,9,5,1,9,4,0.5352,0.1549,0.3099,6,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.42,z
12,16,8,7,0,4,4,17,0,8,7,14,7,11,7,13,6,2,5,9,0.5806,0.4194,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.62,k
15,11,4,15,45,7,9,13,9,17,5,9,17,1,3,4,6,7,2,23,0.4,0.2833,0.3167,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,z
7,28,5,9,12,16,14,4,6,8,5,14,4,11,28,10,12,6,16,13,0.4898,0.0758,0.4344,12,4,11,0,0,2,0,2,0,2,0,0,3,0,0,0,0,0,0,3.43,t
11,5,15,7,1,7,5,4,8,12,5,4,0,20,29,18,11,30,25,11,0.4367,0.0633,0.5,6,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1.58,d
14,7,19,22,0,10,17,16,5,6,11,7,0,5,22,7,9,0,21,18,0.6114,0.3886,0,10,8,0,1,3,0,2,0,2,0,1,0,0,0,1,0,0,0,0,1.75,m
12,8,13,1,54,24,3,28,1,1,7,7,3,0,7,10,2,1,0,1,0.9524,0.0476,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.42,-
17,6,12,1,50,20,7,26,0,1,7,4,1,0,7,12,3,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.43,-
13,6,17,9,54,16,2,33,2,2,8,4,1,0,7,9,1,5,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0.43,-
13,6,17,7,52,24,8,27,0,0,7,3,2,0,7,11,2,0,1,2,0.9535,0.0465,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,-
11,13,6,11,0,28,8,13,10,8,8,13,4,9,29,6,3,1,0,12,0.5586,0.168,0.2734,12,5,6,0,0,1,0,1,2,3,0,0,1,1,1,1,1,1,1,2.56,w
10,14,9,12,0,11,8,7,4,26,13,20,9,10,24,4,11,1,5,24,0.3978,0.6022,0,2,6,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0.93,g
7,1,2,0,9,5,6,28,11,19,13,3,20,3,0,8,17,0,9,19,0.4882,0.1183,0.3935,11,3,10,0,0,2,0,1,0,2,0,0,4,1,1,1,1,1,1,3.38,s
9,13,18,17,46,6,11,12,10,11,1,7,5,6,11,3,12,5,6,15,0.7573,0.1456,0.0971,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,z
19,28,6,11,1,18,26,6,16,14,7,21,11,7,0,1,1,12,17,17,0.5505,0.1606,0.289,6,3,4,0,2,0,1,0,0,0,0,0,2,1,1,1,1,1,1,2.18,c
37,0,1,0,1,0,1,5,0,4,14,0,4,2,31,19,17,1,0,11,0.536,0.1182,0.3458,11,6,9,0,0,1,0,0,0,6,0,0,1,1,1,1,1,1,1,3.47,p
13,0,16,15,0,10,18,20,2,15,8,16,12,0,8,11,25,0,0,23,0.6358,0.3642,0,4,7,0,0,0,0,0,0,4,0,1,1,0,1,1,1,1,1,1,1.51,g
17,3,0,2,17,0,3,24,34,10,10,6,20,14,1,5,10,36,13,15,0.4903,0.1245,0.3852,8,5,9,0,0,0,0,1,0,3,0,0,2,1,1,1,1,1,1,2.57,w
15,4,8,6,0,5,2,15,0,7,6,6,10,5,41,14,12,0,5,8,0.5088,0.1131,0.3781,7,4,7,0,0,0,0,0,0,2,0,0,2,1,1,1,1,1,1,2.83,s
3,11,7,10,4,7,24,7,0,20,7,15,17,12,8,8,14,0,1,18,0.4138,0.5862,0,2,6,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0.87,l
7,23,6,17,2,11,19,11,1,2,17,28,1,6,6,13,7,0,0,5,0.5082,0,0.4918,3,0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0.61,c
7,38,8,5,0,9,4,7,4,9,10,28,6,7,17,15,14,13,0,9,0.5663,0,0.4337,3,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.83,c
5,13,1,10,2,13,29,12,1,7,12,10,5,28,2,8,24,1,27,6,0.3618,0,0.6382,8,0,10,0,0,1,0,3,0,0,0,0,4,1,1,1,1,1,1,2.93,s
6,11,2,2,0,16,21,11,6,12,12,8,7,13,34,12,1,21,9,25,0.4471,0.5529,0,3,6,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0.85,g
6,17,8,6,0,21,18,8,4,9,12,12,5,0,46,10,6,8,0,14,0.514,0.486,0,4,7,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,1.07,g
3,2,21,21,0,15,2,5,19,12,9,9,7,10,11,23,22,11,30,8,0.5392,0.4608,0,4,6,0,0,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,1.02,p
6,4,14,6,4,6,3,22,16,15,17,8,13,18,14,7,15,11,11,13,0.5937,0.0889,0.3175,11,2,10,0,0,2,0,1,0,1,0,0,3,1,1,1,1,1,1,3.15,p
3,37,20,2,0,15,2,0,0,12,5,20,9,0,6,13,19,0,0,16,0.6694,0.2066,0.124,15,8,2,5,3,1,2,0,1,1,2,0,0,0,0,0,0,0,0,3.63,i
17,2,10,18,9,1,8,20,1,12,9,5,11,6,0,9,1,1,3,13,0.5294,0.2353,0.2353,7,3,3,1,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1.7,v
21,4,1,10,0,3,10,7,1,7,11,5,10,2,7,21,15,2,9,7,0.5872,0.2477,0.1651,5,2,2,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1.09,v
15,0,16,24,0,6,3,19,7,6,0,4,2,9,6,14,44,18,17,15,0.6771,0.3229,0,3,4,0,0,0,0,1,0,2,0,1,0,0,1,1,1,1,1,1,0.96,h
4,25,0,10,0,6,13,1,12,33,16,22,17,10,17,4,16,1,4,15,0.3465,0.2677,0.3858,3,3,3,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1.27,p
22,3,0,0,0,8,2,24,0,20,31,7,21,0,1,7,3,0,0,15,0.5,0.1712,0.3288,6,3,3,2,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1.46,s
3,26,6,14,0,6,10,22,11,3,6,12,4,6,30,9,3,14,13,3,0.5822,0.4178,0,4,11,0,0,0,0,3,0,3,0,3,4,0,0,0,0,0,0,0,1.46,m
13,10,2,16,38,9,8,13,10,18,5,11,4,2,11,5,10,8,8,19,0.5309,0.2222,0.2469,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.81,z
11,13,12,21,14,21,34,8,1,16,10,10,24,0,2,3,7,0,0,15,0.3048,0,0.6952,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.05,u
17,8,21,7,0,12,11,9,17,10,9,10,10,14,22,19,14,10,6,14,0.6893,0.3107,0,5,4,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1.03,g
3,2,12,7,4,7,7,13,10,26,14,8,7,9,20,14,11,2,2,24,0.4706,0.4608,0.0686,2,7,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,1.02,g
4,0,9,21,0,6,29,13,1,18,10,13,19,19,34,10,9,2,16,14,0.2212,0,0.7788,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.13,d
11,2,14,27,1,2,9,0,5,5,10,8,10,12,28,11,19,9,9,14,0.5114,0.1591,0.3295,4,0,3,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0.88,c
3,11,19,9,9,14,13,4,16,26,15,15,9,4,4,3,13,0,3,10,0.3798,0,0.6202,4,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1.29,e
19,1,3,15,0,9,9,26,0,17,7,4,7,5,14,5,12,6,8,18,0.4277,0.1821,0.3902,13,6,11,0,0,2,0,2,1,3,0,0,3,0,0,1,0,1,0,3.46,x
7,8,25,16,0,21,8,14,13,6,17,10,11,25,0,20,8,9,6,9,0.1524,0,0.8476,2,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1.64,d
5,19,3,13,1,4,13,0,12,26,14,16,13,12,22,5,13,6,12,18,0.3413,0.254,0.4048,3,3,3,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1.26,p
14,25,9,4,1,12,5,12,2,2,1,25,9,16,12,24,11,0,3,7,0.4639,0,0.5361,8,0,8,0,0,0,0,1,0,0,0,0,6,1,1,1,1,1,1,1.66,f
8,5,3,15,10,1,3,10,3,11,11,10,9,6,23,5,5,5,27,17,0.6141,0.1467,0.2391,7,3,2,2,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1.84,r
23,14,13,12,0,0,9,1,8,16,21,2,33,6,3,12,18,5,4,27,0.5211,0.1421,0.3368,6,2,4,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1.9,s
7,7,9,11,5,21,17,8,8,16,11,13,4,6,21,16,11,1,0,20,0.4343,0.5657,0,2,7,0,0,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0.99,g
6,1,8,8,10,8,14,14,10,17,6,7,21,7,0,0,1,0,16,16,0.3333,0.0078,0.6588,6,0,11,0,0,0,0,4,0,0,0,0,5,1,1,1,1,1,1,2.55,s
31,10,2,17,2,8,19,12,2,4,5,3,1,9,22,16,10,0,2,10,0.6458,0.25,0.1042,4,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0.96,y
8,2,26,22,0,1,9,7,6,31,8,11,2,6,25,8,0,2,6,26,0.546,0.2874,0.1667,7,6,2,0,0,0,1,0,4,1,1,0,1,1,1,1,1,1,1,1.74,l
7,10,8,19,0,6,11,15,0,14,15,6,19,1,1,17,16,0,0,11,0.4182,0.2955,0.2864,9,7,5,0,0,0,0,0,3,2,0,0,1,1,1,1,1,1,1,2.2,t
0,10,18,11,24,7,15,18,32,7,4,11,4,16,15,11,7,3,19,8,0.78,0.22,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-
5,11,12,12,3,16,6,20,8,10,3,22,0,8,12,7,16,11,12,11,0.4332,0.1521,0.4147,8,5,8,0,0,0,1,1,1,1,1,0,3,1,1,1,1,1,1,2.17,u
10,0,31,10,9,15,9,3,4,11,12,3,10,8,41,4,8,0,9,10,0.5341,0.25,0.2159,4,3,2,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0.88,z
9,12,7,16,11,7,12,16,8,2,6,13,9,23,13,7,23,26,14,8,0.4522,0.0827,0.4651,10,4,11,0,0,1,0,2,0,4,0,0,3,1,1,1,1,1,1,3.87,p
17,5,8,21,24,19,15,11,19,6,10,23,12,5,5,10,7,0,3,5,0.5244,0,0.4756,2,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.82,b
13,12,1,8,11,10,14,13,6,9,12,14,2,0,15,17,14,0,0,18,0.5306,0.4694,0,2,6,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0.98,g
8,4,10,7,11,15,13,14,4,14,18,1,8,0,10,25,26,2,0,22,0.4533,0.5467,0,1,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.75,g
0,17,14,4,24,13,17,2,13,10,7,17,9,14,14,14,20,34,15,3,0.4574,0.5426,0,3,5,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.94,g
2,3,19,14,1,3,9,8,12,6,15,3,6,1,30,14,14,11,3,15,0.5146,0.4854,0,6,6,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1.03,g
6,5,3,11,0,25,17,1,5,3,16,10,10,1,19,19,20,0,2,4,0.4286,0.0376,0.5338,5,1,5,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1.33,e
8,9,2,14,0,9,12,0,6,8,10,9,5,15,8,6,20,7,24,5,0.6721,0.2541,0.0738,6,4,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1.22,p
0,18,8,9,0,19,14,18,13,9,7,17,4,3,24,1,0,2,9,8,0.5786,0.0597,0.3616,10,2,8,1,0,2,0,1,0,1,0,0,3,1,0,1,0,1,1,3.18,z
7,10,13,5,3,9,14,10,4,20,12,12,17,2,1,13,11,0,3,19,0.4697,0.4621,0.0682,5,6,1,0,0,0,1,0,3,0,1,0,0,1,1,1,1,1,1,1.32,l
16,6,4,12,0,19,10,14,19,21,8,2,11,3,14,22,21,10,6,21,0.5052,0.4948,0,6,7,0,0,0,0,0,0,6,0,0,0,0,1,1,1,1,1,1,0.97,g
9,9,4,8,22,15,6,14,10,11,4,28,6,8,0,2,11,0,1,15,0.6214,0,0.3786,3,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1.03,b
22,4,15,7,1,6,13,11,0,24,2,5,23,3,0,12,21,19,11,19,0.3913,0.2174,0.3913,2,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.38,r
6,15,19,25,1,6,15,9,9,10,17,11,8,4,8,5,7,1,23,8,0.595,0.1901,0.2149,5,3,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1.21,p
4,12,13,26,2,2,5,14,3,12,10,10,13,1,14,9,6,13,1,11,0.5578,0.0782,0.3639,10,2,10,0,0,3,0,1,0,0,0,0,2,1,0,1,0,1,1,2.94,z
