@relation ProteinFoldsPFRESFeatSelect

@attribute pcvA numeric
@attribute pcvR numeric
@attribute pcvN numeric
@attribute pcvD numeric
@attribute pcvC numeric
@attribute pcvQ numeric
@attribute pcvE numeric
@attribute pcvG numeric
@attribute pcvH numeric
@attribute pcvI numeric
@attribute pcvL numeric
@attribute pcvK numeric
@attribute pcvM numeric
@attribute pcvF numeric
@attribute pcvP numeric
@attribute pcvS numeric
@attribute pcvT numeric
@attribute pcvW numeric
@attribute pcvY numeric
@attribute pcvV numeric
@attribute sscC numeric
@attribute sscE numeric
@attribute sscH numeric
@attribute dssE numeric
@attribute dssH numeric
@attribute adssCEE numeric
@attribute adssCHH numeric
@attribute adssECE numeric
@attribute adssECH numeric
@attribute adssEEC numeric
@attribute adssEEE numeric
@attribute adssEHE numeric
@attribute adssHCE numeric
@attribute adssHCH numeric
@attribute adssHEC numeric
@attribute length numeric
@attribute class {a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,-}

@data
0.55,0.41,0.35,0.66,0.59,0.42,0.54,0.99,0.53,0.57,0.21,0.56,0.23,0.38,0.89,0.5,0.65,0.16,0.45,0.84,0.52,0.48,0,5,0,0,0,4,0,0,0,0,0,0,0,1,g
0.4762,0.3905,0.4667,0.6286,0.4571,0.8952,0.7143,0.581,0.3238,0.7333,0.6476,1.019,0.4,0.5048,0.419,0.4381,0.4571,0.1619,0.4381,0.7619,0.4762,0.1238,0.4,2,4,0,0,0,1,0,0,0,1,0,1,1.05,u
0.169,0.6408,0.662,0.5141,0.4718,0.6479,0.4789,0.662,0.9296,0.8451,0.4859,0.4225,0.5845,0.831,0.838,0.4366,0.4225,0.0986,0.507,0.838,0.4296,0.5704,0,11,0,3,0,6,0,2,1,0,0,0,0,1.42,j
0.6812,0.3043,0.5507,0.7899,0.2246,0.2681,0.3986,0.6957,0.2754,0.9493,0.5362,0.5725,0.5797,0.4348,0.3188,0.4348,0.3623,0.2101,0.4275,0.9783,0.4565,0.1449,0.3986,2,4,0,0,0,0,0,0,0,0,1,0,1.38,s
0.6959,0.3919,0.4932,0.6149,0.25,0.3581,0.3986,0.75,0.25,1,0.5203,0.5946,0.5676,0.2635,0.473,0.4324,0.4595,0.1622,0.2635,0.9797,0.4662,0.1689,0.3649,3,4,0,0,0,0,0,0,1,0,0,0,1.48,s
0.463,0.3889,0.4938,0.4938,0.3395,0.4321,0.3889,0.5123,0.3086,0.9691,0.6728,0.5988,0.5309,0.284,0.5,0.537,0.4815,0.1049,0.2284,0.9321,0.4383,0.1543,0.4074,3,5,0,0,0,1,0,0,0,0,1,0,1.62,s
0.7619,1.0476,0.1905,0.3929,0.119,0.5476,0.869,0.6071,0.3929,0.7857,0.7262,0.6071,0.3929,0.3095,0.6905,0.3452,0.4167,0.0476,0.25,0.5476,0.4881,0.0952,0.4167,1,3,0,1,0,0,0,0,0,0,1,0,0.84,c
0.7483,0.6623,0.2119,0.755,0.298,0.2715,0.6093,1.0132,0.5232,0.5894,0.5298,0.3113,0.6755,0.457,0.5563,0.4106,0.5497,0.3046,0.4768,0.6424,0.5762,0.1656,0.2583,3,3,0,0,1,2,0,0,0,0,1,1,1.51,s
0.252,0.3701,0.5197,0.6693,0.3386,0.4173,0.8583,0.6299,0.1496,0.685,0.4646,1.0945,0.6614,0.5669,0.1496,0.4331,1.1024,0.2992,0.2913,0.8425,0.2992,0.6063,0.0945,10,1,1,0,0,0,0,7,0,1,0,0,1.27,o
0.6488,0.4435,0.4256,0.5327,0.1845,0.2827,0.4881,0.628,0.4196,0.5744,0.4435,0.4613,0.503,0.5208,0.4881,0.4345,0.3571,0.2113,0.4762,0.5119,0.5208,0.0952,0.3839,3,7,0,1,0,2,0,0,0,0,1,2,3.36,y
0.9608,0.3333,0.4314,0.4444,0.0784,0.7124,0.817,0.4248,0.6209,0.6732,0.6732,0.7124,0.451,0.4837,0.5033,0.3595,0.4248,0.2549,0.3529,0.6078,0.2876,0,0.7124,0,6,0,2,0,0,0,0,0,0,2,0,1.53,a
0.2963,0.6741,0.6852,0.8296,0.0667,0.4481,0.663,0.4593,1.0481,0.6778,0.5444,0.5037,0.8,0.8926,0.637,0.3296,0.2889,0.6815,1.5296,0.4963,0.5407,0.0593,0.4,1,7,0,1,0,0,0,0,0,1,3,0,2.7,g
0.6282,0.7803,0.3887,0.7014,0.3239,0.5408,0.8394,0.5662,0.7268,0.5859,0.5803,0.3915,0.7437,0.738,0.6394,0.3352,0.3915,0.5746,0.6113,0.5634,0.4394,0.1296,0.431,5,11,0,1,0,2,0,0,0,1,5,1,3.55,p
0.6944,0.7654,0.3704,0.7222,0.2932,0.463,0.8272,0.5895,0.7685,0.5772,0.6821,0.3179,0.6265,0.7407,0.6574,0.3858,0.3796,0.5062,0.5988,0.6512,0.4352,0.1204,0.4444,3,10,0,1,0,1,0,0,0,1,5,0,3.24,p
0.6866,0.1982,0.3687,0.47,0.2719,0.2949,0.576,0.9585,0.5207,0.8341,0.5346,0.7143,0.424,0.2765,0.3779,0.3871,0.4608,0.129,0.2949,0.894,0.4885,0.2212,0.2903,6,4,0,0,1,1,1,1,1,0,0,1,2.17,q
0.5254,0.3051,0.1525,0.5085,0.0593,0.3475,0.7966,0.9153,0.1864,0.8729,0.6864,0.9237,0.5254,0.4492,0.4237,0.3729,0.5678,0.1017,0.3136,1.1441,0.4746,0.3136,0.2119,5,2,0,0,0,0,0,2,0,0,1,0,1.18,q
0.6571,0.8,0.3786,0.6429,0.0643,0.5929,0.7071,0.5643,0.3714,0.6214,0.7429,0.7286,0.4929,0.4143,0.3429,0.3143,0.45,0.1214,0.3143,0.5429,0.4286,0.3286,0.2429,5,3,1,0,0,1,2,1,0,1,1,0,1.4,l
0.774,0.4041,0.5479,0.6644,0.1644,0.5548,0.7808,0.4041,0.5411,0.5822,0.7055,0.8973,0.6918,0.7877,0.4452,0.4863,0.4178,0.3699,0.4178,0.637,0.2329,0,0.7671,0,6,0,1,0,0,0,0,0,0,1,0,1.46,a
0.6993,0.2941,0.2418,0.5882,0.0915,0.3725,0.5556,0.549,0.902,0.451,0.6928,0.7647,0.3464,0.5163,0.4052,0.4575,0.4444,0.183,0.3791,0.4837,0.2418,0,0.7582,0,6,0,1,0,0,0,0,0,0,3,0,1.53,a
0.675,0.325,0.4333,0.8167,0.3167,0.35,0.95,0.4917,0.3417,0.4833,0.4667,0.875,0.1583,0.5167,0.65,0.3833,0.4083,0.25,0.4833,0.5917,0.5333,0.1333,0.3333,1,2,0,0,0,0,0,0,0,0,0,0,1.2,u
0.4928,0.2464,0.5072,0.5507,0,0.6957,0.6232,0.9275,0.1449,0.4783,0.2029,0.5362,0.1884,0.7826,0.3913,0.5507,0.5217,0.1739,0.3188,0.5942,0.5797,0.4203,0,4,0,0,0,2,0,1,0,0,0,0,0,0.69,l
1.1422,0.3621,0.2672,0.3836,0.2371,0.6466,0.5905,0.6638,0.2112,0.431,0.6552,0.3534,0.4483,0.3362,0.5086,0.4267,0.2672,0.2629,0.2716,0.7629,0.3448,0.0474,0.6078,1,9,0,1,0,0,0,0,0,0,2,0,2.32,z
0.5937,0.75,0.2604,0.8333,0.1458,0.5417,0.7708,0.3125,0.6667,0.5417,0.7396,0.4479,0.7813,0.4167,0.7083,0.3125,0.2812,0.75,0.4479,0.5729,0.4062,0.2917,0.3021,4,2,0,0,0,1,0,0,0,1,0,0,0.96,z
0.25,0.6875,0.3958,1.0417,0.1667,0.5833,0.8542,0.2708,0.1667,0.3125,0.125,0.7292,0.1458,0.4792,0.3333,0.4375,0.5417,0.5208,0.5833,0.375,0.5833,0.3542,0.0625,2,0,1,0,0,0,1,0,0,0,0,0,0.48,k
0.3796,0.5469,0.5388,0.449,0.2245,0.5102,0.5918,0.4,0.3592,0.6408,0.5714,0.5959,0.4857,0.5306,0.3592,0.449,0.3918,0.1959,0.6327,0.5143,0.5061,0.1347,0.3592,4,7,0,0,0,2,0,0,0,2,3,2,2.45,t
0.3175,0.5635,0.746,0.6905,0.5714,0.5714,0.6984,0.2778,0.3413,0.7381,0.4603,0.873,0.7063,0.6349,0.8175,0.5,0.5873,0.2381,0.3571,0.7222,0.5159,0.4524,0.0317,6,0,1,0,2,0,1,2,0,0,0,0,1.26,g
0.7677,0.4781,0.5219,0.5623,0.3333,0.4848,0.7609,0.6397,0.4007,0.8653,0.6263,0.6094,0.6667,0.5017,0.5791,0.3906,0.468,0.1481,0.5623,0.7643,0.4276,0.1145,0.4579,3,11,0,0,0,2,0,0,0,1,5,0,2.97,p
0.1935,0.4516,0.7823,0.621,0.3468,0.5968,0.6129,0.5726,0.5403,0.6129,0.3871,0.5161,0.3468,0.5726,0.8387,0.6855,0.9274,0.2097,0.5726,0.871,0.5242,0.4758,0,7,0,0,0,4,0,1,0,0,0,0,0,1.24,g
0.6886,0.3353,0.6347,0.6647,0.1856,0.4251,0.6527,0.7665,0.3952,0.7784,0.479,0.6347,0.4311,0.4311,0.3353,0.2515,0.6467,0.1018,0.6228,0.8503,0.4731,0.2874,0.2395,6,3,0,0,0,0,1,1,2,0,0,0,1.67,q
0.5133,0.3133,0.58,0.76,0.14,0.3867,0.8533,0.6733,0.3133,0.8933,0.5467,0.8733,0.4533,0.5067,0.3533,0.2733,0.5267,0.18,0.4667,0.9,0.4733,0.2867,0.24,5,3,0,0,0,1,0,1,1,1,0,1,1.5,q
0.9027,0.1239,0.3805,0.4956,0.3717,0.292,0.2124,0.9292,0.1858,0.3982,0.2035,0.1504,0.0708,0.354,0.6106,0.7788,1.0442,0.292,0.2655,0.6637,0.4602,0.5398,0,8,0,1,0,4,0,1,2,0,0,0,0,1.13,g
0.2758,0.6856,0.4768,0.7964,0.3789,0.5258,0.7448,0.4562,0.482,0.7062,0.5851,0.5567,0.5284,0.7216,0.5541,0.3686,0.3711,0.4871,0.8711,0.567,0.5284,0.2191,0.2526,11,8,1,0,2,2,2,2,1,1,2,1,3.88,v
0.487,0.526,0.3117,0.461,0.2338,0.3766,0.6818,0.7078,0.2987,0.7143,0.5065,0.6558,0.513,0.4935,0.4935,0.4935,0.3247,0.3961,0.3766,0.6429,0.5455,0.1104,0.3442,2,5,0,1,0,0,0,0,0,0,2,0,1.54,z
1.0585,0.7561,0.2049,0.678,0.2439,0.478,0.6293,0.6634,0.2634,0.7415,0.5902,0.4488,0.2878,0.5366,0.7463,0.3268,0.3122,0.3171,0.3463,0.9805,0.4927,0.1951,0.3122,4,6,0,0,1,1,0,0,0,1,1,2,2.05,p
0.3019,0.4843,0.6289,0.761,0.3836,0.6792,0.9748,0.5157,0.5723,0.566,0.4969,0.8113,0.6541,0.7358,0.6541,0.3774,0.6164,0.239,0.7358,0.6289,0.4528,0.4654,0.0818,8,1,1,0,1,1,1,5,0,0,0,0,1.59,o
0.2967,0.1319,0.2637,0.4396,0,0.3407,0.5055,0.0659,0.4725,1.1648,1.1758,0.1648,1.0989,0.3736,0.3736,0.4396,0.6264,0.2198,0.4725,0.8132,0.2308,0,0.7692,0,2,0,1,0,0,0,0,0,0,0,0,0.91,h
0.3239,0.5634,0.2958,0.5915,0.2958,0.8451,0.7887,0.4085,0.1127,0.4366,0.8451,0.7746,0.6056,0.6338,0.1127,0.3521,0.3521,0.2676,0.3944,0.3521,0.3521,0,0.6479,0,3,0,0,0,0,0,0,0,0,1,0,0.71,c
1.1059,0.7,0.4235,0.5588,0.3706,0.4706,0.7294,0.5353,0.7059,0.7471,0.5353,0.7059,0.6353,0.4529,0.5588,0.3294,0.3235,0.2765,0.5588,0.6412,0.4412,0.1941,0.3647,5,5,0,0,0,2,0,0,1,0,0,3,1.7,s
0.4909,1.1727,0.2,0.8,0.0182,0.5,0.6545,0.5909,0.3091,0.5273,0.7727,0.3545,0.3545,0.5182,0.7091,0.4273,0.4182,0.3364,0.3182,0.6364,0.4818,0.2091,0.3091,1,3,0,0,0,0,0,0,0,1,2,0,1.1,c
0.5888,0.3271,0.5607,0.9065,0.4953,0.4766,0.8785,0.3084,0.4579,0.8785,0.6636,0.3364,0.3178,0.4579,0.3178,0.5421,0.4766,0.2243,0.4393,0.757,0.4393,0.243,0.3178,3,2,0,0,1,0,0,0,0,1,0,0,1.07,r
0.3514,0.4054,0.4257,1.0135,0.0743,0.6216,1.0405,0.4459,0.0946,0.5338,0.527,0.527,0.6757,0.4459,0.1014,0.3514,0.4392,0.0743,0.2568,0.4324,0.4054,0,0.5946,0,8,0,1,0,0,0,0,0,0,6,0,1.48,f
0.73,0.5475,0.5275,0.68,0.1175,0.48,0.635,0.6675,0.4075,0.6175,0.5225,0.465,0.3625,0.555,0.745,0.4075,0.46,0.335,0.6225,0.585,0.6325,0.08,0.2875,4,7,0,0,0,2,0,0,0,0,1,4,4,p
0.7143,0.9654,0.1212,0.8095,0.2468,0.4545,0.7013,0.8355,0.7576,0.5844,0.684,0.1255,0.3636,0.4156,0.5325,0.3463,0.4459,0.4459,0.4242,0.8009,0.4978,0.2597,0.2424,5,4,1,0,2,0,1,0,1,0,1,1,2.31,q
0.2578,0.9219,0.4297,0.4297,0.3047,0.4922,0.4297,0.6797,0.3203,0.8438,0.4531,0.6172,0.3438,0.1875,0.5312,0.5078,0.2266,0.125,0.2422,0.75,0.6094,0,0.3906,0,4,0,1,0,0,0,0,0,0,2,0,1.28,c
0.6364,0.2909,0.4753,0.5662,0.1117,0.4753,0.6494,0.6338,0.2442,0.6831,0.4545,0.6234,0.3896,0.4883,0.5844,0.4494,0.4961,0.4545,0.5662,0.7169,0.4857,0.1714,0.3429,8,10,1,1,0,4,1,0,0,1,1,2,3.85,x
0.3077,0.4872,0.4872,0.3974,0.1154,0.5897,0.5385,0.3846,0.3205,0.5256,0.4231,0.4872,0.3462,0.7051,0.6154,0.3846,0.3077,0.1667,0.5897,0.4872,0.4615,0.4872,0.0513,3,0,1,0,0,0,0,0,0,0,0,0,0.78,l
0.2471,0.5647,0.2941,0.6471,0.1529,0.4941,0.8118,0.7059,0.1882,0.4,0.3882,0.4941,0.4471,0.4824,0.8588,0.3176,0.3765,0.2941,0.7059,0.4588,0.6941,0.2824,0.0235,3,0,0,0,2,0,0,0,0,0,0,0,0.85,k
0.7011,0.6245,0.4943,0.7241,0.2261,0.5747,0.5824,0.3257,0.4828,0.751,0.7969,0.5479,0.3908,0.4636,0.4215,0.4789,0.295,0.0766,0.4636,0.5785,0.4598,0.1034,0.4368,2,11,0,1,0,1,0,0,0,1,4,0,2.61,p
0.911,0.4293,0.5707,0.6702,0.3246,0.7958,0.5131,0.6859,0.4503,0.7382,0.6911,0.5497,0.1571,0.4764,0.5026,0.445,0.3455,0.2304,0.3665,0.7277,0.5131,0.199,0.288,4,6,0,0,1,2,0,0,0,0,1,2,1.91,p
0.4732,0.5804,0.1071,0.6875,0.0536,0.4107,0.8571,0.6607,0.1518,0.9821,0.4821,0.7143,0.3482,0.3304,0.2232,0.2143,0.4464,0.0179,0.2589,0.9554,0.4107,0.3929,0.1964,5,2,0,0,0,0,0,1,1,1,0,0,1.12,z
0.5106,0.4681,0.5106,0.7362,0.2128,0.3745,0.7191,0.6043,0.183,1.0213,0.4511,0.6426,0.5021,0.1957,0.3617,0.3149,0.3787,0.0085,0.1447,0.817,0.434,0.183,0.383,4,8,0,1,0,2,1,0,0,0,3,1,2.35,p
0.1613,0.7742,0.3548,0.2581,1.9355,0.4516,0.4839,0.5806,0.3226,0.6774,0.7742,0.7419,0.4839,0.129,0.129,0.3871,0.2581,0,0.0968,0.5161,0.4839,0.4194,0.0968,1,0,0,0,0,0,0,0,0,0,0,0,0.31,-
0.2985,0.6866,0.5448,0.7388,0.3134,0.6269,0.7164,0.5299,0.6418,0.6866,0.7313,0.3731,0.6567,0.3284,0.4403,0.4179,0.4552,0.1791,0.5299,0.5821,0.4328,0.2015,0.3657,3,4,0,0,0,1,0,0,1,0,0,0,1.34,x
0.3548,0.2688,1.0968,0.8387,0.3978,0.3441,0.3226,0.9462,0.2796,0.6452,0.4086,0.3118,0.172,0.5054,0.2258,0.6774,0.3656,0.3763,0.4516,0.5484,0.5161,0.4839,0,5,0,1,0,1,0,2,0,0,0,0,0,0.93,p
0.3314,0.7373,0.6235,0.6941,0.4137,0.5686,0.4961,0.5608,0.6745,0.5941,0.6961,0.3863,0.5824,0.7863,0.851,0.4373,0.4784,0.4176,0.6176,0.4863,0.6,0.0137,0.3863,0,15,0,3,0,0,0,0,0,0,8,0,5.1,-
0.3953,0.4767,0.1395,0.2674,0.2093,0.5116,0.407,1.0581,0.3372,0.6047,0.5698,0.3837,0.3488,0.4419,0.5698,0.314,0.4767,0.3023,0.6279,0.4302,0.5116,0.3023,0.186,3,2,0,0,1,0,0,0,1,1,0,1,0.86,l
0.7557,0.5878,0.5725,0.4733,0.1832,0.4504,0.6947,0.4656,0.3664,0.8702,0.7557,0.5802,0.3206,0.4275,0.2901,0.4122,0.3206,0,0.2214,0.7023,0.5115,0.1679,0.3206,3,3,0,0,0,1,0,0,1,1,0,1,1.31,r
0.6878,0.455,0.4339,0.4444,0.1376,0.3386,0.5714,0.7513,0.3757,0.7354,0.746,0.3862,0.5503,0.328,0.4656,0.5132,0.4021,0.1323,0.2328,0.672,0.5503,0.1587,0.291,3,4,0,0,0,0,0,0,1,1,0,2,1.89,s
0.5488,0.6463,0.6098,0.5732,0.0732,0.7561,0.7317,0.4878,0.7073,1.0488,0.7805,0.4024,0.439,0.2439,0.5366,0.2561,0.439,0,0.3415,0.8171,0.4634,0.2927,0.2439,3,2,0,0,0,0,0,0,1,0,0,0,0.82,z
0.5031,0.6572,0.3208,0.7987,0.3302,0.4057,0.7264,0.6635,0.7296,0.8145,0.6667,0.4623,0.6195,0.5126,0.5503,0.2862,0.5031,0.4214,0.4906,0.7138,0.5472,0.0881,0.3648,1,9,0,1,0,1,0,0,0,1,4,0,3.18,p
0.4404,0.7332,0.3135,0.6528,0.2202,0.4456,0.5881,0.7202,0.5337,0.5311,0.5518,0.4093,0.6269,0.4793,0.4767,0.3575,0.4119,0.1995,0.4041,0.4378,0.5751,0.0881,0.3368,3,8,0,1,1,0,0,0,0,1,3,0,3.86,p
0.2022,0.9101,0.427,0.5618,0.3146,0.6742,0.5169,0.4944,0.4045,0.4607,0.6742,1.0787,0.5281,0.5281,0.2584,0.2921,0.3258,0.6404,0.7191,0.3596,0.4382,0.2022,0.3596,3,3,1,0,0,0,0,0,0,1,1,1,0.89,c
0.4352,0.4452,0.4319,0.4684,0.0664,0.3621,0.392,0.3887,0.3156,0.5482,0.402,0.4086,0.3189,0.4319,0.6844,0.5316,0.5482,0.299,0.5748,0.5349,0.6645,0.2425,0.093,8,2,0,0,6,0,0,0,1,0,0,1,3.01,i
0.4723,0.2952,0.631,0.4244,0.4022,0.3801,0.4133,0.4686,0.2694,0.4834,0.4539,0.2841,0.417,0.4723,0.5609,0.5387,0.6015,0.4539,0.5646,0.5166,0.6716,0.2952,0.0332,7,1,0,0,3,0,0,0,0,0,0,1,2.71,i
0.3445,0.3193,0.4286,0.5126,0.3445,0.5126,0.3361,0.416,0.2689,0.5966,0.6261,0.2815,0.6513,0.4622,0.6765,0.6429,0.5966,0.2899,0.4622,0.5798,0.6345,0.2773,0.0882,9,2,3,0,4,1,3,0,0,2,0,0,2.38,i
1.0574,0.7951,0.3115,0.6639,0.4344,0.6885,0.6557,0.5328,0.2869,0.6393,0.7049,0.2049,0.2295,0.3361,0.3689,0.2951,0.7213,0.2951,0.123,0.7787,0.3852,0.1967,0.418,3,3,0,0,1,0,0,0,1,1,0,1,1.22,p
0.493,0.3732,0.7183,0.7324,0.2324,0.6408,0.5,0.5352,0.3803,0.6338,0.5704,0.4789,0.2394,0.6408,0.6408,0.507,0.5493,0.5423,0.5775,0.507,0.5563,0.3944,0.0493,7,1,1,0,5,0,1,0,0,0,0,1,1.42,g
0.5455,0.562,0.4401,0.6446,0.2045,0.5186,0.6612,0.5475,0.5434,0.4979,0.5103,0.5145,0.4835,0.5496,0.5599,0.3099,0.3244,0.5434,0.7479,0.4463,0.6074,0.0702,0.3223,3,10,0,1,0,1,0,0,0,0,3,1,4.84,p
0.5531,0.5861,0.3736,0.5971,0.1758,0.5275,0.6557,0.5971,0.674,0.5495,0.5861,0.5897,0.4799,0.6923,0.6996,0.3114,0.326,0.5934,0.5751,0.4908,0.5128,0.1209,0.3663,4,6,0,1,0,4,0,0,0,1,1,2,2.73,r
0.4301,0.4301,0.7527,0.7312,0.1183,0.3978,0.6129,0.5376,0.3656,1.5161,0.7849,1.086,0.3441,0.3871,0.4194,0.3763,0.3978,0.0645,0.3226,0.8817,0.5376,0.3441,0.1183,5,1,1,0,0,1,0,1,0,1,0,0,0.93,z
0.4615,0.1775,0.4024,1.1302,0.3373,0.5148,0.8757,0.7101,0.1953,0.8047,0.6509,0.5917,0.426,0.6982,0.2959,0.3609,0.4734,0.4911,0.5976,0.4852,0.497,0.1953,0.3077,5,3,0,0,1,2,0,0,0,1,0,1,1.69,r
0.2049,0.6148,0.5984,0.7049,0.1557,0.6475,0.6475,0.3033,0.5082,0.8279,0.6475,0.8689,0.4262,0.4754,0.2459,0.3033,0.3689,0.2787,0.4262,0.5574,0.377,0.3525,0.2705,5,2,0,0,1,2,1,0,0,1,0,0,1.22,z
0.7548,0.5556,0.3276,0.5268,0.1073,0.4674,0.5996,0.5192,0.2337,0.6398,0.5077,0.4157,0.523,0.4023,0.3946,0.3908,0.433,0.2261,0.4215,0.5172,0.4502,0.0785,0.4713,6,16,0,3,0,2,0,0,1,3,5,1,5.22,p
0.8476,0.5427,0.1524,0.7256,0.0976,0.5427,0.6402,0.7317,0.2744,0.7927,0.5,0.5,0.3902,0.3963,0.4512,0.2744,0.2439,0.0427,0.2744,0.811,0.4451,0.122,0.4329,2,5,0,0,0,2,0,0,0,0,1,2,1.64,r
0.6911,0.5927,0.357,0.6224,0.0755,0.4897,0.6613,0.5126,0.286,0.6499,0.5011,0.4233,0.5195,0.4302,0.4897,0.4005,0.5172,0.2906,0.4142,0.5355,0.492,0.0778,0.4302,5,11,0,2,0,1,0,0,1,1,3,1,4.37,p
1.3813,0.5971,0.2734,0.8201,0.3669,0.3957,0.6331,0.7986,0.3381,0.6259,0.6547,0.4317,0.295,0.5755,0.5683,0.3022,0.3885,0.1871,0.3525,0.741,0.482,0.1151,0.4029,1,4,0,1,0,1,0,0,0,0,1,1,1.39,r
0.7674,1.2093,0.2093,0.4186,0.1163,0.5814,0.6512,0.7442,0.3256,0.7209,0.5349,0.9535,0.4186,0.0233,0.4186,0.6279,0.3721,0.0698,0.2558,0.4884,0.3023,0,0.6977,0,2,0,1,0,0,0,0,0,0,0,0,0.43,c
0.1862,0.4759,0.4069,0.7517,0.2621,0.2828,0.7517,0.4345,0.531,0.669,0.4345,0.8759,0.4,0.6552,0.731,0.4345,0.5448,0.4552,0.5448,0.6828,0.4621,0.5379,0,7,0,2,0,0,0,1,2,0,0,0,0,1.45,g
0.4062,0.6875,0.35,0.4562,0.3813,0.9125,0.6812,0.2438,0.5875,0.3438,0.9,0.5125,0.5625,0.5437,0.3,0.5187,0.4562,0.2687,0.3312,0.375,0.2687,0,0.7312,0,5,0,1,0,0,0,0,0,0,3,0,1.6,e
0.8816,1.0263,0.1974,0.3553,0.0263,0.2632,0.6711,0.4211,0.5,0.5263,0.9605,0.2632,0.2763,0.2237,0.5658,0.3553,0.5,0.0921,0.1974,0.9605,0.4342,0,0.5658,0,4,0,1,0,0,0,0,0,0,0,0,0.76,r
0.8981,0.3333,0.3426,1.0185,0.1574,0.463,0.7037,0.6204,0.1574,0.5463,0.5833,0.9444,0.6944,0.8056,0.1111,0.5833,0.3796,0.1204,0.2593,0.3889,0.3704,0.0185,0.6111,0,6,0,1,0,0,0,0,0,0,4,0,1.08,f
0.4345,0.3448,0.6069,1.1586,0.1586,0.5103,0.9448,0.5172,0.2276,0.5931,0.5655,0.7172,0.8276,0.7862,0.3379,0.2552,0.4828,0.1655,0.3586,0.3586,0.3931,0.0138,0.5931,0,8,0,1,0,0,0,0,0,0,6,0,1.45,f
0.384,0.2574,0.8228,0.6118,0.1308,0.3502,0.2363,0.4852,0.5063,0.5485,0.4304,0.2658,0.2658,0.7131,0.5992,0.9114,0.7215,0.4768,0.5527,0.6118,0.5949,0.4051,0,10,0,2,0,6,0,2,0,0,0,0,0,2.37,j
0.5161,0.4258,0.3806,0.7355,0.2581,0.6065,0.8065,0.5419,0.3032,0.7548,0.7226,0.5806,0.5355,0.4645,0.3613,0.3226,0.329,0.0129,0.3548,0.7355,0.4839,0.271,0.2452,5,2,1,1,2,1,1,0,0,1,0,0,1.55,r
0.1556,0.2,0.9,0.7222,0.3444,0.2778,0.5333,0.4778,0.5778,0.5,0.4222,0.8667,0.2333,0.7333,0.1667,0.4111,0.4889,0.1778,0.9,0.4,0.5778,0.3222,0.1,4,1,0,0,1,0,1,0,1,0,0,0,0.9,l
0.0746,0.306,1.0373,0.8582,0.2463,0.4925,0.5075,0.4254,0.5149,0.6418,0.3806,1.0299,0.3209,0.7388,0.3806,0.4925,0.4403,0.2164,0.9627,0.3806,0.4552,0.3657,0.1791,3,1,1,0,0,0,0,0,0,1,0,0,1.34,y
1.037,0.7407,0.1235,0.8395,0.358,0.6296,0.6543,0.5802,0.4321,0.7037,1,0.1852,0.5185,0.7407,0.6667,0.2469,0.2716,0.4444,0.2593,0.6543,0.4198,0.1852,0.3951,2,2,0,0,0,0,0,0,0,0,0,0,0.81,c
1.0357,1.0833,0.3095,0.2024,0.3452,0.6786,0.4286,0.8452,0.2619,0.631,0.4524,0.4048,0.131,0.1548,0.4405,0.2976,0.3571,0.4167,0.2738,0.6548,0.3929,0.0714,0.5357,0,4,0,1,0,0,0,0,0,0,2,0,0.84,v
0.3158,0.5592,0.3684,0.6711,0.2895,0.4276,0.7434,0.7237,0.3289,1.0132,0.5592,0.6053,0.4803,0.3421,0.5263,0.3092,0.5658,0.2039,0.6316,0.9408,0.5658,0.3882,0.0461,6,1,1,0,2,1,0,0,0,0,0,0,1.52,p
0.6464,0.3425,0.6133,0.5083,0.3315,0.3978,0.1492,1.4917,0.1934,0.7569,0.4088,0.0829,0.1657,0.4254,0.5028,0.8066,0.9227,0.3923,0.5249,0.8232,0.4751,0.4862,0.0387,10,1,1,0,6,0,1,2,0,0,0,0,1.81,n
0.2157,0.8039,0.2157,0.3333,1.7647,0.451,0.5882,0.7059,0.3529,0.2941,0.1961,0.4314,0.1373,0.3137,0.451,0.4118,0.3529,0.0588,0.3725,0.3137,0.549,0.451,0,2,0,1,0,0,0,0,0,0,0,0,0,0.51,-
0.1132,0.6604,0.4528,0.6604,1.6981,0.3396,0.6415,0.3396,0.0943,0.3962,0.4528,0.8302,0.5094,0.0566,0.4528,0.3396,0.3585,0.0377,0.1321,0.283,0.7925,0.2075,0,1,0,0,0,0,0,0,0,0,0,0,0,0.53,-
0.2463,0.5149,0.8284,0.5896,0.5299,0.6493,0.597,0.8134,0.8433,0.791,0.5,0.6269,0.4925,0.9701,0.6269,0.4328,0.3209,0.1866,0.3507,0.7463,0.5149,0.4851,0,8,0,3,0,3,0,2,0,0,0,0,0,1.34,j
0.4745,0.398,0.5765,0.4694,0.3418,0.3163,0.2398,0.5204,0.2551,0.5408,0.4337,0.2653,0.3878,0.5357,0.6888,0.7347,0.8367,0.5204,0.6276,0.6224,0.5612,0.3827,0.0561,7,0,0,0,3,0,1,0,0,0,0,0,1.96,i
1.1538,0.4487,0.3846,0.8205,0.0256,0.5513,0.7564,0.5128,0.6154,0.6667,0.3462,0.859,0.2821,0.4872,0.4359,0.5769,0.4615,0.1282,0.6282,0.8077,0.3846,0.3462,0.2692,4,2,0,0,0,0,0,0,2,0,0,0,0.78,z
